Timestamp,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5
05:37:52,61.0,27.0,10326.0
05:37:54,61.0,27.0,10326.0
05:37:56,61.0,27.0,10326.0
05:37:58,61.0,27.0,10325.0
05:38:00,61.0,27.0,60324.0
05:38:02,61.0,27.0,60325.0
05:38:04,61.0,27.0,60324.0
05:38:06,61.0,27.0,60324.0
05:38:08,61.0,27.0,60324.0
05:38:10,61.0,27.0,60323.0
05:38:12,61.0,27.0,60323.0
05:38:14,61.0,27.0,60323.0
05:38:16,61.0,27.0,60322.0
05:38:18,61.0,27.0,60321.0
05:38:20,60.0,28.0,320.0
05:38:22,60.0,28.0,319.0
05:38:24,60.0,28.0,319.0
05:38:26,59.0,28.0,318.0
05:38:28,59.0,28.0,317.0
05:38:30,59.0,28.0,316.0
05:38:32,59.0,28.0,316.0
05:38:34,59.0,28.0,317.0
05:38:36,59.0,28.0,313.0
05:38:38,59.0,28.0,313.0
05:38:40,59.0,28.0,313.0
05:38:42,59.0,28.0,315.0
05:38:44,59.0,28.0,50311.0
05:38:46,59.0,28.0,50313.0
05:38:48,59.0,28.0,50310.0
05:38:50,59.0,28.0,50311.0
05:38:52,59.0,28.0,50311.0
05:38:54,58.0,28.0,50309.0
05:38:56,58.0,28.0,50307.0
05:38:59,58.0,28.0,50309.0
05:39:01,58.0,28.0,50307.0
05:39:03,58.0,28.0,50306.0
05:39:05,58.0,28.0,50308.0
05:39:07,58.0,28.0,50302.0
05:39:09,58.0,28.0,50301.0
05:39:11,58.0,28.0,50300.0
05:39:13,58.0,28.0,50300.0
05:39:15,58.0,28.0,50299.0
05:39:17,58.0,28.0,50300.0
05:39:19,58.0,28.0,50297.0
05:39:21,58.0,28.0,50296.0
05:39:23,58.0,28.0,50296.0
05:39:25,57.0,28.0,50295.0
05:39:27,57.0,28.0,50294.0
05:39:29,57.0,28.0,50296.0
05:39:31,57.0,28.0,50293.0
05:39:33,57.0,28.0,50293.0
05:39:35,57.0,28.0,50292.0
05:39:37,57.0,28.0,50291.0
05:39:39,57.0,28.0,50291.0
05:39:41,57.0,28.0,50290.0
05:39:43,57.0,28.0,50290.0
05:39:45,57.0,28.0,50291.0
05:39:47,57.0,28.0,50287.0
05:39:49,57.0,28.0,50291.0
05:39:51,57.0,28.0,50289.0
05:39:53,57.0,28.0,50287.0
05:39:55,56.0,28.0,50285.0
05:39:57,56.0,28.0,50284.0
05:39:59,56.0,28.0,50283.0
05:40:01,56.0,28.0,50283.0
05:40:03,56.0,28.0,50281.0
05:40:05,56.0,28.0,50281.0
05:40:07,56.0,28.0,50280.0
05:40:09,56.0,28.0,50278.0
05:40:11,56.0,28.0,50281.0
05:40:13,56.0,28.0,50277.0
05:40:16,56.0,28.0,50276.0
05:40:18,56.0,28.0,279.0
05:40:20,55.0,28.0,274.0
05:40:22,55.0,28.0,274.0
05:40:24,55.0,28.0,274.0
05:40:26,55.0,28.0,272.0
05:40:28,55.0,28.0,275.0
05:40:30,55.0,28.0,271.0
05:40:32,54.0,28.0,271.0
05:40:34,55.0,28.0,274.0
05:40:36,55.0,28.0,269.0
05:40:38,55.0,28.0,269.0
05:40:40,55.0,28.0,269.0
05:40:42,55.0,28.0,269.0
05:40:44,55.0,28.0,267.0
05:40:46,55.0,28.0,267.0
05:40:48,54.0,28.0,266.0
05:40:50,54.0,28.0,265.0
05:40:52,55.0,27.0,60265.0
05:40:54,56.0,27.0,60264.0
05:40:56,56.0,27.0,60264.0
05:40:58,56.0,27.0,60264.0
05:41:00,56.0,27.0,60263.0
05:41:02,56.0,27.0,60263.0
05:41:04,56.0,27.0,60262.0
05:41:06,56.0,27.0,60261.0
05:41:08,56.0,27.0,60261.0
05:41:10,56.0,27.0,60261.0
05:41:12,56.0,27.0,60260.0
05:41:14,56.0,27.0,60259.0
05:41:16,56.0,27.0,60258.0
05:41:18,56.0,27.0,60258.0
05:41:20,56.0,27.0,60259.0
05:41:22,56.0,27.0,60256.0
05:41:24,56.0,27.0,60255.0
05:41:26,56.0,27.0,60254.0
05:41:28,56.0,27.0,60253.0
05:41:30,56.0,27.0,60252.0
05:41:32,56.0,27.0,60251.0
05:41:35,56.0,27.0,60250.0
05:41:37,56.0,27.0,60249.0
05:41:39,56.0,27.0,60249.0
05:41:41,56.0,27.0,60248.0
05:41:43,56.0,27.0,60247.0
05:41:45,56.0,27.0,60247.0
05:41:47,56.0,27.0,60247.0
05:41:49,56.0,27.0,60247.0
05:41:51,56.0,27.0,60246.0
05:41:53,56.0,27.0,60246.0
05:41:55,56.0,27.0,60245.0
05:41:57,56.0,27.0,60245.0
05:41:59,56.0,27.0,40244.0
05:42:01,56.0,27.0,30243.0
05:42:03,57.0,27.0,20243.0
05:42:05,57.0,27.0,20243.0
05:42:07,57.0,27.0,10244.0
05:42:09,57.0,27.0,10242.0
